case_number,date_time_reported,location_of_occurence,domesticdv_relationship,incident_type,criminal_offense,disposition
2019-00000616,04/23/2019 09:34:00 pm,"COLLEGE AVE/ HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEAVING SCENE OF ACCIDENT - PHYSICAL INJURY,Cleared by Arrest Adult
2019-00000616,04/23/2019 09:34:00 pm,"COLLEGE AVE/ HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),"LEFT THE SCENE OF A MOTOR VEHICLE ACCIDENT over $1,000.00",Cleared by Arrest Adult
2019-00000616,04/23/2019 09:34:00 pm,"COLLEGE AVE/ HOSPITAL DR, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEFT THE SCENE OF ACCIDENT,Cleared by Arrest Adult
2019-00000616,04/23/2019 09:34:00 pm,"COLLEGE AVE/ HOSPITAL DR, Columbia MO, 65201",,Driving Under The Influence,DWI - PHYSICAL INJURY,Cleared by Arrest Adult
2019-00000616,04/23/2019 09:34:00 pm,"COLLEGE AVE/ HOSPITAL DR, Columbia MO, 65201",,Not Counted For UCR,OPERATED MOTOR VEHICLE IN A CARELESS AND IMPRUDENT MANNER INVOLVING AN ACCIDENT,Cleared by Arrest Adult
2019-00000616,04/23/2019 09:34:00 pm,"COLLEGE AVE/ HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (1), (2), (4), (5)",Cleared by Arrest Adult
2019-00000611,04/22/2019 02:28:00 pm,"1026 ASHLAND RD, Columbia MO, 0",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open - Active
2019-00000611,04/22/2019 02:28:00 pm,"1026 ASHLAND RD, Columbia MO, 0",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open Not Active
2019-00000610,04/22/2019 01:01:00 pm,"805 ROLLINS ST, Columbia MO, 65201",,Vandalism,VANDALISM - INSTITUTIONAL,Open Not Active
2019-00000609,04/22/2019 11:56:00 am,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Cleared by Arrest Adult
2019-00000609,04/22/2019 11:56:00 am,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Open - Active
2019-00000609,04/22/2019 11:56:00 am,"1 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Open Not Active
2019-00000608,04/22/2019 10:04:00 am,"901 VIRGINIA AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000608,04/22/2019 10:04:00 am,"901 VIRGINIA AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2019-00000607,04/22/2019 07:06:00 am,"1111 ROLLINS RD, Columbia MO, 65203",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000607,04/22/2019 07:06:00 am,"1111 ROLLINS RD, Columbia MO, 65203",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2019-00000606,04/22/2019 08:35:00 am,"PARKING LOT SG4 , Columbia MO,",,Theft Non-Motor Vehicle,STEALING - $750 OR MORE D FEL,Open - Active
2019-00000606,04/22/2019 08:35:00 am,"PARKING LOT SG4 , Columbia MO,",,Theft Non-Motor Vehicle,STEALING - $750 OR MORE D FEL,Open Not Active
2019-00000605,04/22/2019 02:00:00 am,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),Deceiving,Cleared by Arrest Adult
2019-00000605,04/22/2019 02:00:00 am,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2019-00000605,04/22/2019 02:00:00 am,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,Not Counted For UCR,Failure to Exhibit Proof of Insurance,Cleared by Arrest Adult
2019-00000605,04/22/2019 02:00:00 am,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,Not Counted For UCR,Steady red light,Cleared by Arrest Adult
2019-00000605,04/22/2019 02:00:00 am,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,Not Counted For UCR,WARRANT-MISD,Cleared by Arrest Adult
2019-00000604,04/22/2019 12:41:00 am,"LOCUST ST/S  10TH ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000602,04/21/2019 05:22:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000602,04/21/2019 05:22:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Unfounded
2019-00000601,04/21/2019 05:48:00 pm,"6TH ST/ CONLEY AVE, Columbia MO, 65201",,Vandalism,First degree property damage,Open - Active
2019-00000601,04/21/2019 05:48:00 pm,"6TH ST/ CONLEY AVE, Columbia MO, 65201",,Vandalism,First degree property damage,Open Not Active
2019-00000600,04/21/2019 04:15:00 am,"1 HOSPITAL DR, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of 35 grams or less of marijuana,Cleared by Arrest Adult
2019-00000598,04/21/2019 12:16:00 am,"PROVIDENCE RD/ ELM ST, Columbia MO, 65203",,Driving Under The Influence,Driving While Intoxicated,Cleared by Arrest Adult
2019-00000598,04/21/2019 12:16:00 am,"PROVIDENCE RD/ ELM ST, Columbia MO, 65203",,Not Counted For UCR,Operating an unlicensed motor vehicle,Cleared by Arrest Adult
2019-00000596,04/20/2019 04:58:00 pm,"1133 ASHLAND RD, Columbia MO, 65201",,Simple Assault,DOMESTIC ASSAULT 3RD DEGREE - 1ST OR 2ND OFFENSE,Cleared by Arrest Adult
2019-00000595,04/20/2019 02:28:00 pm,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2019-00000595,04/20/2019 02:28:00 pm,"COLLEGE AVE/ UNIVERSITY AVE, Columbia MO, 65201",,Not Counted For UCR,Operating an unlicensed motor vehicle,Cleared by Arrest Adult
2019-00000594,04/20/2019 10:43:00 am,"PARKING LOT SG4 , Columbia MO,",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open - Active
2019-00000594,04/20/2019 10:43:00 am,"PARKING LOT SG4 , Columbia MO,",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open Not Active
2019-00000593,04/19/2019 04:11:00 pm,"800 HITT ST, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 1ST DEGREE,Cleared by Arrest Adult
2019-00000591,04/19/2019 11:47:00 am,"1000 ELM ST, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 1ST DEGREE,Exceptly Cleared Adult
2019-00000586,04/19/2019 12:21:00 am,"RICHMOND AVE/ KENTUCKY BLVD, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000586,04/19/2019 12:21:00 am,"RICHMOND AVE/ KENTUCKY BLVD, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000585,04/18/2019 09:30:00 pm,"GATEWAY HALL , Columbia MO,",,All Other Offenses (Except Traffic),False identification,Closed Inactive
2019-00000585,04/18/2019 09:30:00 pm,"GATEWAY HALL , Columbia MO,",,Liquor Laws,Purchase or possession of intoxicants by minor,Closed Inactive
2019-00000581,04/18/2019 08:07:00 am,"502 KENTUCKY BLVD, Columbia MO, 65201",,Simple Assault,STALKING - 2ND DEGREE - 1ST OFFENSE,Open - Active
2019-00000581,04/18/2019 08:07:00 am,"502 KENTUCKY BLVD, Columbia MO, 65201",,Simple Assault,STALKING - 2ND DEGREE - 1ST OFFENSE,Open Not Active
2019-00000580,04/17/2019 11:06:00 pm,"800 VIRGINIA AVE, Columbia MO, 65201",,Aggravated Assault,DOMESTIC ASSAULT - 4TH DEGREE - 3ND OR SUBSEQUENT OFFENSE,Closed Inactive
2019-00000580,04/17/2019 11:06:00 pm,"800 VIRGINIA AVE, Columbia MO, 65201",,Aggravated Assault,DOMESTIC ASSAULT - 4TH DEGREE - 3ND OR SUBSEQUENT OFFENSE,Exceptly Cleared Adult
2019-00000579,04/17/2019 04:45:00 pm,"STADIUM BLVD/ MONK DR, Columbia MO, 65201",,Not Counted For UCR,Colliding with another motor vehicle,Cleared by Arrest Adult
2019-00000579,04/17/2019 04:45:00 pm,"STADIUM BLVD/ MONK DR, Columbia MO, 65201",,Not Counted For UCR,Driving Under Suspension,Cleared by Arrest Adult
2019-00000579,04/17/2019 04:45:00 pm,"STADIUM BLVD/ MONK DR, Columbia MO, 65201",,Not Counted For UCR,Failure to Exhibit Proof of Insurance,Cleared by Arrest Adult
2019-00000579,04/17/2019 04:45:00 pm,"STADIUM BLVD/ MONK DR, Columbia MO, 65201",,Not Counted For UCR,Operating an unlicensed motor vehicle,Cleared by Arrest Adult
2019-00000576,04/16/2019 11:54:00 pm,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Closed Inactive
2019-00000576,04/16/2019 11:54:00 pm,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Exceptly Cleared Adult
2019-00000576,04/16/2019 11:54:00 pm,"1000 ELM ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Closed Inactive
2019-00000576,04/16/2019 11:54:00 pm,"1000 ELM ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Exceptly Cleared Adult
2019-00000575,04/16/2019 07:19:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Forgery and Counterfeiting,POSSESS REPRODUCED/ALTERED LICENSE/I.D. CARD SHOWING OVER 21,Open Not Active
2019-00000573,04/16/2019 06:59:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Not Counted For UCR,IMMUNITY FROM LIABILITY SEEKING/OBTAINING MEDICAL ASSISTANCE,Exceptly Cleared Adult
2019-00000572,04/16/2019 03:59:00 pm,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open - Active
2019-00000572,04/16/2019 03:59:00 pm,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open Not Active
2019-00000571,04/15/2019 09:27:00 pm,"3 HOSPITAL DR, Columbia MO, 65201",,Simple Assault,"ASSAULT - 4TH DEGREE - PURSUANT TO SUBDIVISIONS (3), (6) - SPECIAL VICTIMS",Exceptly Cleared Adult
2019-00000570,04/15/2019 03:16:00 pm,"515 5TH ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000570,04/15/2019 03:16:00 pm,"515 5TH ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2019-00000569,04/15/2019 12:58:00 pm,"518 HITT ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000569,04/15/2019 12:58:00 pm,"518 HITT ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2019-00000567,04/15/2019 09:53:00 am,"2800 MAGUIRE BLVD, Columbia MO, 65201",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open - Active
2019-00000567,04/15/2019 09:53:00 am,"2800 MAGUIRE BLVD, Columbia MO, 65201",,Motor Vehicle Theft,STEALING OF A MOTOR VEHICLE,Open Not Active
2019-00000567,04/15/2019 09:53:00 am,"2800 MAGUIRE BLVD, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Open - Active
2019-00000567,04/15/2019 09:53:00 am,"2800 MAGUIRE BLVD, Columbia MO, 65201",,Vandalism,PROPERTY DAMAGE 2ND DEGREE,Open Not Active
2019-00000566,04/15/2019 04:00:00 am,"1000 VIRGINIA AVE , Columbia MO,",,Simple Assault,Assault by attempting to cause/recklessly causing physical injury to another by (   ).,Cleared by Arrest Adult
2019-00000564,04/14/2019 08:05:00 pm,"601 TURNER AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open - Active
2019-00000564,04/14/2019 08:05:00 pm,"601 TURNER AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),Leaving the scene/Failure to report,Open Not Active
2019-00000563,04/14/2019 07:22:00 pm,"1004 MARYLAND AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000563,04/14/2019 07:22:00 pm,"1004 MARYLAND AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2019-00000562,04/14/2019 03:27:00 pm,"3 HOSPITAL DR, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Cleared by Arrest Adult
2019-00000560,04/14/2019 01:12:00 am,"416 6TH ST, Columbia MO, 65201",,Liquor Laws,LIQUOR LAWS - PERSON < 21 PURCHASE/POSSESS INTOX LIQUOR,Cleared by Arrest Adult
2019-00000559,04/14/2019 01:47:00 am,"904 COLLEGE AVE, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Exceptly Cleared Adult
2019-00000558,04/13/2019 04:37:00 pm,"SG4 PARKING LOT , Columbia MO,",,All Other Offenses (Except Traffic),Failure to report an accident,Open - Active
2019-00000558,04/13/2019 04:37:00 pm,"SG4 PARKING LOT , Columbia MO,",,All Other Offenses (Except Traffic),Failure to report an accident,Open Not Active
2019-00000557,04/13/2019 12:39:00 pm,"906 VIRGINIA AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - $750 OR MORE D FEL,Open - Active
2019-00000557,04/13/2019 12:39:00 pm,"906 VIRGINIA AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - $750 OR MORE D FEL,Unfounded
2019-00000556,04/13/2019 02:24:00 am,"6TH ST/E  STEWART RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000556,04/13/2019 02:24:00 am,"6TH ST/E  STEWART RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Open - Active
2019-00000556,04/13/2019 02:24:00 am,"6TH ST/E  STEWART RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),Littering,Cleared by Arrest Adult
2019-00000556,04/13/2019 02:24:00 am,"6TH ST/E  STEWART RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),Littering,Open - Active
2019-00000556,04/13/2019 02:24:00 am,"6TH ST/E  STEWART RD, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000556,04/13/2019 02:24:00 am,"6TH ST/E  STEWART RD, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Open - Active
2019-00000555,04/13/2019 01:04:00 am,"ROLLINS ST/S  COLLEGE AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000555,04/13/2019 01:04:00 am,"ROLLINS ST/S  COLLEGE AVE, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000554,04/13/2019 01:26:00 am,"ROLLINS ST/ VIRGINIA AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000554,04/13/2019 01:26:00 am,"ROLLINS ST/ VIRGINIA AVE, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000553,04/12/2019 10:35:00 pm,"1400 ROCK QUARRY RD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",Possession of drug paraphernalia,Cleared by Arrest Adult
2019-00000551,04/12/2019 09:06:00 pm,"700 CONLEY AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - ALL OTHER PROPERTY UNDER 570.030.5 (3),Open - Active
2019-00000551,04/12/2019 09:06:00 pm,"700 CONLEY AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - ALL OTHER PROPERTY UNDER 570.030.5 (3),Unfounded
2019-00000549,04/12/2019 10:06:00 am,"901 ROLLINS ST, Columbia MO, 65201",,Fraud,FRAUDULENT USE OF CREDIT/DEBIT DEVICE,Exceptly Cleared Adult
2019-00000549,04/12/2019 10:06:00 am,"901 ROLLINS ST, Columbia MO, 65201",,Fraud,FRAUDULENT USE OF CREDIT/DEBIT DEVICE,Open - Active
2019-00000549,04/12/2019 10:06:00 am,"901 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Exceptly Cleared Adult
2019-00000549,04/12/2019 10:06:00 am,"901 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Open - Active
2019-00000547,04/12/2019 02:37:00 am,"903 HITT ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Exceptly Cleared Adult
2019-00000547,04/12/2019 02:37:00 am,"903 HITT ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Exceptly Cleared Adult
2019-00000546,04/12/2019 01:28:00 am,"1306 ROLLINS ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Failing to comply with lawful order of police officer,Cleared by Arrest Adult
2019-00000546,04/12/2019 01:28:00 am,"1306 ROLLINS ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000546,04/12/2019 01:28:00 am,"1306 ROLLINS ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000545,04/12/2019 12:57:00 am,"9TH ST/ CONLEY AVE, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000545,04/12/2019 12:57:00 am,"9TH ST/ CONLEY AVE, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000543,04/11/2019 01:11:00 am,"UNIVERSITY AVE/S  COLLEGE AVE, Columbia MO, 65201",,Driving Under The Influence,DWI - PRIOR W/IN 5 YEARS,Cleared by Arrest Adult
2019-00000543,04/11/2019 01:11:00 am,"UNIVERSITY AVE/S  COLLEGE AVE, Columbia MO, 65201",,Not Counted For UCR,DROVE MOTOR VEH ON HIGHWAY WHILE DRIVERS LIC SUSPEND(POINTS),Cleared by Arrest Adult
2019-00000543,04/11/2019 01:11:00 am,"UNIVERSITY AVE/S  COLLEGE AVE, Columbia MO, 65201",,Not Counted For UCR,FAILED TO DISPLAY LIGHTED LAMPS ON MTR VEH/MTR DRAWN VEH/MOTORCYCLE AS REQUIRED (GEN LAW),Cleared by Arrest Adult
2019-00000542,04/11/2019 12:43:00 am,"9TH ST/ LOCUST ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000542,04/11/2019 12:43:00 am,"9TH ST/ LOCUST ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000541,04/11/2019 12:25:00 am,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEFT THE SCENE OF ACCIDENT,Open - Active
2019-00000541,04/11/2019 12:25:00 am,"1000 ELM ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),LEFT THE SCENE OF ACCIDENT,Open Not Active
2019-00000540,04/10/2019 11:59:00 pm,"LOCUST/HITT , Columbia MO,",,All Other Offenses (Except Traffic),False identification,Cleared by Arrest Adult
2019-00000540,04/10/2019 11:59:00 pm,"LOCUST/HITT , Columbia MO,",,Liquor Laws,Purchase or possession of intoxicants by minor,Cleared by Arrest Adult
2019-00000539,04/10/2019 09:18:00 pm,"ROCK QUARRY RD/ FELLOWS PL, Columbia MO, 65201",,Not Counted For UCR,Careless and Imprudent Driving,Open - Active
2019-00000539,04/10/2019 09:18:00 pm,"ROCK QUARRY RD/ FELLOWS PL, Columbia MO, 65201",,Not Counted For UCR,Careless and Imprudent Driving,Open Not Active
2019-00000538,04/10/2019 06:01:00 pm,"3 HOSPITAL DR, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Open - Active
2019-00000537,04/10/2019 01:08:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - VALUE LESS THAN $150 AND NO PRIOR STEALING OFFENSE,Cleared by Arrest Adult
2019-00000537,04/10/2019 01:08:00 pm,"1 HOSPITAL DR, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING - VALUE LESS THAN $150 AND NO PRIOR STEALING OFFENSE,Open - Active
2019-00000533,04/10/2019 12:15:00 am,"6TH ST/ LOCUST ST, Columbia MO, 65201",,Liquor Laws,Purchase or possession of intoxicants by minor,Exceptly Cleared Adult
2019-00000532,04/09/2019 06:20:00 pm,"1306 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Open - Active
2019-00000532,04/09/2019 06:20:00 pm,"1306 ROLLINS ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,STEALING MISDEMEANOR,Open Not Active
2019-00000531,04/08/2019 11:36:00 pm,"906 ASHLAND RD, Columbia MO, 65201",,All Other Offenses (Except Traffic),UNLAWFUL POSSESSION OF DRUG PARAPHERNALIA,Cleared by Arrest Adult
2019-00000531,04/08/2019 11:36:00 pm,"906 ASHLAND RD, Columbia MO, 65201",,"Possession Marijuana, Hashish, etc.",POSSESSION OF MARIJUANA/SYNTHETIC CANNABINOID OF 10 GRAMS OR LESS - PRIOR DRUG OFFENSE,Cleared by Arrest Adult
2019-00000530,04/08/2019 07:20:00 pm,"3 HOSPITAL DR, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Open - Active
2019-00000530,04/08/2019 07:20:00 pm,"3 HOSPITAL DR, Columbia MO, 65201",,"Poss/Non-Narcotic/Barbituates, etc.",POSSESS CONTROLLED SUBSTANCE EXCEPT 35 GRAMS OR LESS MARIJUANA,Unfounded
2019-00000529,04/08/2019 06:02:00 pm,"404 KEENE ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),Failure to report an accident,Cleared by Arrest Adult
2019-00000528,04/08/2019 11:09:00 am,"703 5TH ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000528,04/08/2019 11:09:00 am,"703 5TH ST, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open Not Active
2019-00000525,04/07/2019 09:21:00 am,"1009 MARYLAND AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Open - Active
2019-00000525,04/07/2019 09:21:00 am,"1009 MARYLAND AVE, Columbia MO, 65201",,Theft Non-Motor Vehicle,Stealing,Unfounded
2019-00000524,04/07/2019 03:52:00 am,"711 S TIGER AVE , Columbia MO,",,All Other Offenses (Except Traffic),Tampering,Exceptly Cleared Adult
2019-00000524,04/07/2019 03:52:00 am,"711 S TIGER AVE , Columbia MO,",,Liquor Laws,Purchase or possession of intoxicants by minor,Exceptly Cleared Adult
2019-00000523,04/07/2019 02:41:00 am,"6TH ST/ CONLEY AVE, Columbia MO, 65201",,Liquor Laws,LIQUOR LAWS - PERSON < 21 PURCHASE/POSSESS INTOX LIQUOR,Cleared by Arrest Adult
2019-00000522,04/06/2019 11:22:00 pm,"5TH ST/ LOCUST ST, Columbia MO, 65201",,All Other Offenses (Except Traffic),False identification,Exceptly Cleared Adult
